unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,city,status,due_date,resolution_action_updated_date,community_board,council_district,police_precinct,borough,open_data_channel_type,latitude,longitude,valid_latitude,valid_longitude,has_valid_coordinates,valid_zip_format,borough_raw,status_raw,created_year,created_month_number,created_month_name,created_day_name,created_hour,created_date_only,is_closed,invalid_date_sequence,resolution_hours,resolution_days,sla_evaluable,sla_met
63572333,2025-01-01 00:32:01,2025-01-01 01:19:38,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11223,,Closed,,2025-01-01 01:19:41,11 BROOKLYN,43,Precinct 62,Brooklyn,Phone,40.60506893553465,-73.979126726139,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.7936111111111112,0.033067129629629634,False,
63572338,2025-01-01 00:32:00,2025-01-01 01:11:40,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11230,BROOKLYN,Closed,,2025-01-01 01:11:44,14 BROOKLYN,48,Precinct 70,Brooklyn,Phone,40.61318734534167,-73.95690491674449,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.6611111111111111,0.027546296296296294,False,
63572341,2025-01-01 00:59:00,2025-01-01 01:13:08,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10004,NEW YORK,Closed,,2025-01-01 01:13:11,01 MANHATTAN,01,Precinct 1,Manhattan,Online,40.70444792543079,-74.01016365988858,True,True,True,True,MANHATTAN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.23555555555555555,0.009814814814814814,False,
63572343,2025-01-01 01:44:28,2025-01-01 01:47:33,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11220,BROOKLYN,Closed,,2025-01-01 01:47:36,07 BROOKLYN,38,Precinct 72,Brooklyn,Mobile,40.64434329179878,-74.00036755126067,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,0.05138888888888889,0.0021412037037037038,False,
63572344,2025-01-01 00:53:21,2025-01-01 01:19:07,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11103,ASTORIA,Closed,,2025-01-01 01:19:11,01 QUEENS,22,Precinct 114,Queens,Mobile,40.76494046458546,-73.91724146058725,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.42944444444444446,0.01789351851851852,False,
63572348,2025-01-01 00:07:20,2025-01-01 00:28:46,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11226,BROOKLYN,Closed,,2025-01-01 00:28:49,14 BROOKLYN,40,Precinct 70,Brooklyn,Online,40.63927348936784,-73.95599808664286,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.3572222222222222,0.014884259259259259,False,
63572350,2025-01-01 00:28:27,2025-01-01 00:51:52,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10309,STATEN ISLAND,Closed,,2025-01-01 00:51:55,03 STATEN ISLAND,51,Precinct 123,Staten Island,Online,40.535990026360174,-74.21130173694041,True,True,True,True,STATEN ISLAND,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.3902777777777778,0.016261574074074074,False,
63572351,2025-01-01 00:10:30,2025-01-01 00:42:35,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11204,BROOKLYN,Closed,,2025-01-01 00:42:39,11 BROOKLYN,43,Precinct 62,Brooklyn,Online,40.61946976549387,-73.9923455355126,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.5347222222222222,0.02228009259259259,False,
63572361,2025-01-01 00:05:30,2025-01-01 00:54:18,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11385,RIDGEWOOD,Closed,,2025-01-01 00:54:20,05 QUEENS,30,Precinct 104,Queens,Online,40.70094449150864,-73.88599840465983,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.8133333333333334,0.03388888888888889,False,
63572364,2025-01-01 01:17:47,2025-01-01 01:36:22,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11385,RIDGEWOOD,Closed,,2025-01-01 01:36:26,05 QUEENS,30,Precinct 104,Queens,Phone,40.70137091341002,-73.90524211282882,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,0.30972222222222223,0.012905092592592593,False,
63572365,2025-01-01 00:54:34,2025-01-01 01:22:07,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11237,BROOKLYN,Closed,,2025-01-01 01:22:10,01 BROOKLYN,34,Precinct 90,Brooklyn,Mobile,40.7064230151132,-73.93079633071758,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.45916666666666667,0.019131944444444444,False,
63572367,2025-01-01 00:16:10,2025-01-01 00:50:47,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11368,CORONA,Closed,,2025-01-01 00:50:51,81 QUEENS,21,Precinct 110,Queens,Online,40.74237706499928,-73.84215697754966,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.5769444444444445,0.024039351851851853,False,
63572373,2025-01-01 00:15:20,2025-01-01 01:23:02,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11209,BROOKLYN,Closed,,2025-01-01 01:23:05,10 BROOKLYN,47,Precinct 68,Brooklyn,Online,40.62446921429732,-74.0204326470569,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,1.1283333333333334,0.04701388888888889,False,
63572375,2025-01-01 00:24:47,2025-01-01 01:30:34,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11362,LITTLE NECK,Closed,,2025-01-01 01:30:36,11 QUEENS,23,Precinct 111,Queens,Phone,40.75689289375812,-73.73887882577833,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,1.0963888888888889,0.04568287037037037,False,
63572376,2025-01-01 00:07:15,2025-01-01 00:20:48,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10040,,Closed,,2025-01-01 00:20:50,12 MANHATTAN,10,Precinct 34,Manhattan,Online,40.85430892959979,-73.93008216434878,True,True,True,True,MANHATTAN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.22583333333333333,0.009409722222222222,False,
63572395,2025-01-01 00:46:20,2025-01-01 01:05:06,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,BRONX,Closed,,2025-01-01 01:05:09,11 BRONX,15,Precinct 49,Bronx,Mobile,40.86366393876161,-73.8684345690263,True,True,True,True,BRONX,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.31277777777777777,0.013032407407407407,False,
63572396,2025-01-01 00:12:21,2025-01-01 01:22:53,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10025,NEW YORK,Closed,,2025-01-01 01:22:56,07 MANHATTAN,06,Precinct 24,Manhattan,Phone,40.78992682641795,-73.96965043848624,True,True,True,True,MANHATTAN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,1.1755555555555555,0.04898148148148148,False,
63572398,2025-01-01 00:57:23,2025-01-01 01:12:46,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10004,NEW YORK,Closed,,2025-01-01 01:12:50,01 MANHATTAN,01,Precinct 1,Manhattan,Online,40.70439027897919,-74.01023578489063,True,True,True,True,MANHATTAN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.2563888888888889,0.01068287037037037,False,
63572401,2025-01-01 00:03:42,2025-01-01 00:17:17,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10012,,Closed,,2025-01-01 00:17:20,02 MANHATTAN,02,Precinct 6,Manhattan,Phone,40.72721057692157,-73.99527001085171,True,True,True,True,MANHATTAN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.2263888888888889,0.009432870370370371,False,
63572403,2025-01-01 01:40:21,2025-01-01 01:46:48,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10474,BRONX,Closed,,2025-01-01 01:46:52,02 BRONX,17,Precinct 41,Bronx,Phone,40.81099921464399,-73.8845852687253,True,True,True,True,BRONX,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,0.1075,0.004479166666666667,False,
63572405,2025-01-01 01:00:45,2025-01-01 01:27:13,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11372,JACKSON HEIGHTS,Closed,,2025-01-01 01:27:15,03 QUEENS,25,Precinct 115,Queens,Online,40.75493687538746,-73.88905703309607,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,0.4411111111111111,0.01837962962962963,False,
63572417,2025-01-01 00:02:31,2025-01-01 00:05:50,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11211,BROOKLYN,Closed,,2025-01-01 00:05:53,01 BROOKLYN,34,Precinct 90,Brooklyn,Mobile,40.71120965026345,-73.95897331500413,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.05527777777777778,0.0023032407407407407,False,
63572426,2025-01-01 00:00:42,2025-01-01 00:41:12,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11212,BROOKLYN,Closed,,2025-01-01 00:41:15,16 BROOKLYN,41,Precinct 73,Brooklyn,Phone,40.66660906402502,-73.92068694989489,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.675,0.028125,False,
63572441,2025-01-01 01:41:09,2025-01-01 01:50:52,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10031,NEW YORK,Closed,,2025-01-01 01:50:56,09 MANHATTAN,09,Precinct 30,Manhattan,Online,40.82713237552336,-73.94287666346943,True,True,True,True,MANHATTAN,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,0.16194444444444445,0.0067476851851851856,False,
63572458,2025-01-01 01:11:03,2025-01-01 01:30:11,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11420,SOUTH OZONE PARK,Closed,,2025-01-01 01:30:15,10 QUEENS,28,Precinct 106,Queens,Online,40.66640666404201,-73.83198422386607,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,0.3188888888888889,0.013287037037037036,False,
63572504,2025-01-01 00:52:40,2025-01-01 01:43:04,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11106,,Closed,,2025-01-01 01:43:06,01 QUEENS,22,Precinct 114,Queens,Mobile,40.76373386962115,-73.94138960941187,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.84,0.034999999999999996,False,
63572548,2025-01-01 00:46:56,2025-01-01 00:58:23,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10004,NEW YORK,Closed,,2025-01-01 00:58:26,01 MANHATTAN,01,Precinct 1,Manhattan,Online,40.70405542501853,-74.01015278003295,True,True,True,True,MANHATTAN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.19083333333333333,0.007951388888888888,False,
63572553,2025-01-01 00:44:05,2025-01-01 01:07:35,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,BROOKLYN,Closed,,2025-01-01 01:07:40,04 BROOKLYN,34,Precinct 83,Brooklyn,Online,40.70498070536605,-73.92028783784475,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.39166666666666666,0.016319444444444445,False,
63572559,2025-01-01 00:23:00,2025-01-01 00:47:46,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11216,BROOKLYN,Closed,,2025-01-01 00:47:49,08 BROOKLYN,35,Precinct 77,Brooklyn,Mobile,40.67296542240231,-73.95533056516237,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.4127777777777778,0.017199074074074075,False,
63572566,2025-01-01 00:27:44,2025-01-01 01:34:39,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10451,BRONX,Closed,,2025-01-01 01:34:41,01 BRONX,08,Precinct 40,Bronx,Online,40.81879526826268,-73.93034347583333,True,True,True,True,BRONX,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,1.1152777777777778,0.04646990740740741,False,
63572573,2025-01-01 00:40:27,2025-01-01 00:51:58,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,NEW YORK,Closed,,2025-01-01 00:52:01,09 MANHATTAN,07,Precinct 30,Manhattan,Online,40.82336570010983,-73.95298584578065,True,True,True,True,MANHATTAN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.19194444444444445,0.007997685185185186,False,
63572580,2025-01-01 00:51:34,2025-01-01 01:09:03,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11356,COLLEGE POINT,Closed,,2025-01-01 01:09:07,07 QUEENS,19,Precinct 109,Queens,Online,40.78880662986571,-73.85423854340983,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.29138888888888886,0.012141203703703703,False,
63572582,2025-01-01 01:08:10,2025-01-01 01:32:52,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,BROOKLYN,Closed,,2025-01-01 01:32:55,04 BROOKLYN,37,Precinct 83,Brooklyn,Online,40.70057199370681,-73.91940230756661,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,0.4116666666666667,0.017152777777777777,False,
63572609,2025-01-01 00:30:02,2025-01-01 01:17:49,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10306,STATEN ISLAND,Closed,,2025-01-01 01:17:51,03 STATEN ISLAND,50,Precinct 122,Staten Island,Phone,40.564816843508815,-74.1109943401583,True,True,True,True,STATEN ISLAND,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.7963888888888889,0.03318287037037037,False,
63572625,2025-01-01 00:22:08,2025-01-01 00:34:20,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,BROOKLYN,Closed,,2025-01-01 00:34:24,05 BROOKLYN,37,Precinct 75,Brooklyn,Mobile,40.68419368991207,-73.88379156951159,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.20333333333333334,0.008472222222222223,False,
63572630,2025-01-01 00:16:24,2025-01-01 00:57:02,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,BROOKLYN,Closed,,2025-01-01 00:57:04,16 BROOKLYN,41,Precinct 73,Brooklyn,Phone,40.661356385690354,-73.90712636722496,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.6772222222222222,0.02821759259259259,False,
63572632,2025-01-01 00:25:51,2025-01-01 00:54:24,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10033,NEW YORK,Closed,,2025-01-01 00:54:27,12 MANHATTAN,10,Precinct 34,Manhattan,Mobile,40.853134860270025,-73.93118589918458,True,True,True,True,MANHATTAN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.47583333333333333,0.01982638888888889,False,
63572662,2025-01-01 01:23:31,2025-01-01 01:28:54,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11230,BROOKLYN,Closed,,2025-01-01 01:28:56,14 BROOKLYN,45,Precinct 70,Brooklyn,Online,40.6347449187686,-73.96493632865035,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,0.08972222222222222,0.003738425925925926,False,
63572674,2025-01-01 00:53:40,2025-01-01 01:09:12,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11354,FLUSHING,Closed,,2025-01-01 01:09:15,07 QUEENS,20,Precinct 109,Queens,Phone,40.75804942215372,-73.8342148123826,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.2588888888888889,0.010787037037037038,False,
63572696,2025-01-01 00:49:06,2025-01-01 01:01:13,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,BRONX,Closed,,2025-01-01 01:01:16,03 BRONX,16,Precinct 42,Bronx,Online,40.83645782006572,-73.9040161504001,True,True,True,True,BRONX,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.20194444444444445,0.008414351851851852,False,
63572697,2025-01-01 00:36:00,2025-01-01 00:57:18,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,BROOKLYN,Closed,,2025-01-01 00:57:20,16 BROOKLYN,41,Precinct 73,Brooklyn,Online,40.661356385690354,-73.90712636722496,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.355,0.014791666666666667,False,
63572702,2025-01-01 01:12:52,2025-01-01 01:20:38,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11358,FLUSHING,Closed,,2025-01-01 01:20:40,11 QUEENS,19,Precinct 111,Queens,Online,40.76461651613754,-73.79284277403661,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,0.12944444444444445,0.005393518518518519,False,
63572704,2025-01-01 00:18:15,2025-01-01 00:32:57,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,NEW YORK,Closed,,2025-01-01 00:32:59,12 MANHATTAN,10,Precinct 33,Manhattan,Mobile,40.84245599585089,-73.9373844148488,True,True,True,True,MANHATTAN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.245,0.010208333333333333,False,
63572740,2025-01-01 00:04:34,2025-01-01 01:20:14,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11418,RICHMOND HILL,Closed,,2025-01-01 01:20:16,09 QUEENS,29,Precinct 102,Queens,Mobile,40.70073672965441,-73.82357390513208,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,1.261111111111111,0.05254629629629629,False,
63572741,2025-01-01 00:06:46,2025-01-01 00:51:36,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10309,STATEN ISLAND,Closed,,2025-01-01 00:51:39,03 STATEN ISLAND,51,Precinct 123,Staten Island,Mobile,40.53603719091573,-74.2110284673498,True,True,True,True,STATEN ISLAND,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.7472222222222222,0.03113425925925926,False,
63572748,2025-01-01 01:05:43,2025-01-01 01:16:32,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11357,WHITESTONE,Closed,,2025-01-01 01:16:35,07 QUEENS,19,Precinct 109,Queens,Online,40.79370011457984,-73.82086447615963,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,0.1802777777777778,0.007511574074074074,False,
63572751,2025-01-01 01:22:22,2025-01-01 01:34:25,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11221,BROOKLYN,Closed,,2025-01-01 01:34:29,04 BROOKLYN,37,Precinct 83,Brooklyn,Online,40.69076272638629,-73.91630943843201,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,0.20083333333333334,0.008368055555555556,False,
63572763,2025-01-01 01:09:23,2025-01-01 01:28:14,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11420,SOUTH OZONE PARK,Closed,,2025-01-01 01:28:16,10 QUEENS,28,Precinct 106,Queens,Online,40.66640666404201,-73.83198422386607,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,1,2025-01-01,True,False,0.31416666666666665,0.013090277777777777,False,
63572778,2025-01-01 00:11:43,2025-01-01 00:17:22,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11232,BROOKLYN,Closed,,2025-01-01 00:17:24,12 BROOKLYN,38,Precinct 66,Brooklyn,Mobile,40.64472479285036,-73.9976217135385,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.09416666666666666,0.003923611111111111,False,
63572784,2025-01-01 00:43:02,2025-01-01 01:21:57,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11385,RIDGEWOOD,Closed,,2025-01-01 01:22:00,05 QUEENS,34,Precinct 104,Queens,Online,40.70288151607368,-73.9064409667691,True,True,True,True,QUEENS,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.6486111111111111,0.027025462962962963,False,
63572791,2025-01-01 00:04:40,2025-01-01 00:13:04,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11218,BROOKLYN,Closed,,2025-01-01 00:13:09,12 BROOKLYN,39,Precinct 66,Brooklyn,Mobile,40.64635093438008,-73.98117864693046,True,True,True,True,BROOKLYN,Closed,2025,1,January,Wednesday,0,2025-01-01,True,False,0.14,0.005833333333333334,False,
